ANNOT	NSNP	STD	TAU1	TAU1_SE	TAU2	TAU2_SE	THETA	THETA_SE	HSQ1	HSQ1_SE	HSQ2	HSQ2_SE	GCOV	GCOV_SE	GCORSQ	GCORSQ_SE	HSQ1_ENRICHMENT	HSQ1_ENRICHMENT_SE	HSQ2_ENRICHMENT	HSQ2_ENRICHMENT_SE	GCOV_ENRICHMENT	GCOV_ENRICHMENT_SE	GCORSQ_ENRICHMENT	GCORSQ_ENRICHMENT_SE	GCORSQ_ENRICHMENT_P	GCOVSQ_DIFF	GCOVSQ_DIFF_SE	GCOVSQ_DIFF_P
TSS_Hoffman.extend.500.bed	32074.0	0.17642461	-2.3169424423485907e-07	1.364059244224336e-06	2.4889236556191463e-06	1.7123794577855733e-06	1.5382662468255148e-06	8.65734705257637e-07	0.04151270626176355	0.01460829998026732	0.0502978403300187	0.018486436280409455	0.0388412739842066	0.008972074620134543	0.5699878588602115	0.18389316064990385	6.388972665302661	2.2467267243405136	7.0488687707240105	2.7316504962747854	8.1165585775584	1.881596545541153	1.1336169335276227	0.24824714244409027	0.5928469531426814	0.00036407558323420784	0.0006592810593748594	0.5833001928348516
UTR_3_UCSC.bed	10457.0	0.10058471	4.396153201469133e-07	2.2507356334244832e-06	1.5068364689341252e-07	2.1391722384578316e-06	7.372042318820604e-07	1.6120015970955137e-06	0.009555578073688797	0.014988810065962404	0.0156807297334339	0.011081045174622465	0.011365102700889935	0.009216082754604471	0.5339703742771632	0.23055662359712598	4.508576215363554	6.984686692423433	6.993036312393258	5.044589470142332	7.2240080606385355	5.782124994337598	1.0619837753967454	0.3717433555110786	0.8682623078981457	-1.7803977138769724e-05	0.00017808729516558488	0.9207734285504894
UTR_3_UCSC.extend.500.bed	24594.0	0.15354621	2.3973191787263204e-07	8.651575171825243e-07	5.1197844186390284e-08	7.794837983965408e-07	1.8168617543778964e-07	7.333649136853637e-07	0.02395709561005109	0.01340244070493794	0.022129296019905684	0.010061655919727488	0.01848164426780141	0.011716351631335623	0.5300816186874585	0.16259071134811331	4.715397419294358	2.713581510402705	4.061742555139658	1.9170934023880983	4.982932820211263	3.161370706459328	1.0542496471722342	0.2691897940586889	0.8411189756018147	-6.471978020047985e-05	0.0003545641551074698	0.8559173069194737
UTR_5_UCSC.bed	4933.0	0.06941212	2.446683993184706e-06	2.36358164329431e-06	2.039048013102729e-06	2.4299292817886453e-06	2.7342766770743765e-06	2.0533746010187315e-06	0.01492120288452896	0.008877386843321193	0.010103146233465267	0.009059455458812772	0.01355344531214188	0.007919985911735141	0.6226855551124383	0.27181326583732063	15.06293267686841	8.836673006426226	9.716969734719369	8.544820504532609	18.54634924656076	10.69120353757925	1.2384244305660295	0.5221990429063569	0.6499921472919294	4.8039677049481466e-05	0.00020729884226213498	0.8177041293193901
UTR_5_UCSC.extend.500.bed	25115.0	0.15506603	-7.104239898581e-07	7.736463771834678e-07	-5.091696309023064e-08	7.205958922895661e-07	-3.9676464780313836e-07	5.363422133086715e-07	0.02563012437701602	0.01121983400245527	0.01660172089229385	0.012808114419121696	0.015194166186568828	0.008467967310910016	0.48751486887385725	0.20352238656100397	5.192196645285517	2.2745709581159548	3.178969053267772	2.286003980220962	4.205288611584477	2.249324027383191	0.9695910221790194	0.33962045539026936	0.9290192436477727	-4.455531084341535e-05	0.00022438531466837956	0.8434237812949226
WeakEnhancer_Hoffman.bed	21864.0	0.14409466	6.596822004212299e-07	1.4541850532623357e-06	-5.169112569092249e-07	1.2263872122275643e-06	6.446917950597708e-07	8.872647754287755e-07	0.022971068182492452	0.023314277661040366	-0.001782752653853665	0.022513071846637988	0.030682982381283273	0.013063387325416072	0.785526883843028	0.27245812021541904	5.1378382601475945	5.23355189264326	-0.09940810957917601	4.740467743485212	9.402057826013907	4.116119801138102	1.5622904302669238	0.4359880822647601	0.20321172238505225	0.0007198057180120165	0.0008461274800134834	0.3990707732091754
WeakEnhancer_Hoffman.extend.500.bed	93143.0	0.28805688	5.278397452457284e-08	4.6373810391742154e-07	3.1438315062359834e-08	3.523758493884088e-07	3.023670558377489e-07	3.687272567276523e-07	0.05212802862524315	0.024639765824447494	0.03004645814981786	0.02484759877551143	0.07037243422812138	0.01900523913347125	0.7662025795148288	0.1859186912572061	2.691850932976847	1.3311308836566176	1.524573632561197	1.211726428441642	5.022346529030524	1.3373576285561373	1.5238574035373837	0.26898582422149525	0.05721332038001137	0.0037964902907106756	0.002488501823557679	0.13353558234677454
GERP_NS	1905789.8	1.5768465	8.390061978502672e-09	7.318352146512552e-08	4.125763197748711e-08	5.906969491320524e-08	-2.2900982443729845e-08	4.064043324092381e-08	0.5663945272002815	0.1019141137921891	0.6116591983283219	0.10161808497868262	0.43291605113175646	0.06500118442598908	0.5114215602280594	0.1217327122667225	1.4660487970827447	0.23756149300020798	1.4616191399286314	0.22377570409032968	1.5255646321069876	0.20954245223107548	1.0171377018538026	0.05877996367252798	0.7718562118658139	0.00930414821495712	0.054725536934063644	0.865698558994761
RSsupp4	71871.0	0.25611857	1.4167258655106707e-07	3.5721177482628264e-07	1.1323199800017392e-07	3.233819541037519e-07	6.450387957102066e-08	2.186149998806286e-07	0.038431625706783636	0.01948495684515854	0.03604857437364993	0.01738781193986212	0.029656042728885133	0.012019095871606255	0.5269001804720078	0.21391508077869745	2.7057312014495705	1.3750723997411671	2.3240958615084804	1.078174774448549	2.727926035687619	1.1267747155776149	1.0479222628640514	0.36318136050136934	0.8955631243623399	4.5787491821067746e-05	0.0008432557837994889	0.956918160531959
FST	84531.86	0.10656817	-7.596950268862201e-08	2.1517742254673067e-07	3.2100720659400395e-07	1.7660730122770474e-07	1.309899886337007e-07	1.630923662787609e-07	0.016670256514432116	0.0031069556173158133	0.022525831824800155	0.002692772129940598	0.01423642191833226	0.00232646110582416	0.5351913243267797	0.17129305689509916	0.9700172919127028	0.1457508694460219	1.2218123342239733	0.11243612668345086	1.1222588162641838	0.1425322085936171	1.0644120545779976	0.19627676799480417	0.744181731894614	8.589373083699251e-06	4.310294822215081e-05	0.8428716639836336
Recomb_rate_10kb	1422768.9	2.2756891	-1.1274562616847561e-08	2.0501019548646582e-08	-2.4942330867361306e-08	1.764736445863946e-08	-8.941277940266446e-09	1.284415773739056e-08	0.2547553834175765	0.10435651559133016	0.2592854713206528	0.10259089596434764	0.2288489604497838	0.05506873164347372	0.5314746344729527	0.14074359750019025	0.888115350691075	0.31581306791634345	0.8458954947882071	0.2702914380354898	1.0539497211000066	0.25016234359704503	1.057020138260001	0.07754522921564576	0.465653014272831	0.016291869161277894	0.027749789352267334	0.5598329117201075
Nucleotide_Diversity_10kb	4653359.0	1.5880882	1.1366305230353646e-08	1.3110360796986242e-08	2.3128361448243595e-09	1.12776481486776e-08	2.2394944565462538e-08	1.1837442137618837e-08	0.9107715449377136	0.11288858660539788	0.9419990073514897	0.11008639964645751	0.6876951990327582	0.06374795128472324	0.5162201311388419	0.12717961962419877	0.9590180812007073	0.028613998021973404	0.9305006537027772	0.02724081406601374	0.9926296128224892	0.032317094200967844	1.026681310821323	0.017991291945495768	0.14447488296940958	0.03817087891437326	0.03130369978617745	0.22854000327024826
AVGLLD	2628.4094	0.98900265	2.2150814515953243e-08	3.132619141865689e-08	-4.689117361067474e-08	2.9225134312582668e-08	-7.528216272589816e-09	2.7102665001166315e-08	-0.012082194050057893	0.02124276654590822	-0.05369034503301005	0.02266590024326011	-0.040174586362691646	0.013612060324783737	0.20591068029497245	0.1516614462938514	-24.536276288968608	38.174098250173955	-95.07002541466528	33.45532833546071	-100.76065765000776	32.62465512853286	0.4095242211708585	0.3085645708435078	0.06151968659954421	0.0011534272419593847	0.001023692163768016	0.2653433721755083
BSTAT	208609.12	0.19313319	8.084121816409606e-08	1.3297572820647474e-07	2.2219408535306684e-08	1.5191795910141082e-07	5.784169587741417e-08	1.2233245172410534e-07	0.05812577833625904	0.004442828547988633	0.05747790328233868	0.004833719330113394	0.038230482460419185	0.004303565857706543	0.44882110822692034	0.10097505599903127	1.3626313748228707	0.10130773533616096	1.256346296017273	0.08992647592985487	1.2314711902834967	0.07884233673126292	0.8926351684544404	0.10731034770233536	0.32198024592073904	-0.00023600545999420664	0.00022591826843025724	0.3013112425565181
ALLELEAGE	16951.256	0.95632374	-5.3382049003403154e-08	3.958989935881618e-08	-3.737342524345877e-08	4.2566416169620425e-08	-6.314459000122952e-08	3.4498352619038997e-08	-0.04499294320374805	0.03433198993891788	-0.03866955280103175	0.03714689616006686	-0.05139571447416899	0.028168837280498016	0.4184851939215873	0.13014255043304188	-13.290213749453484	10.021453463235316	-11.010144318009054	10.07354637949028	-19.801200846878288	10.66010678017612	0.8323017672845703	0.17052612314321045	0.33023344771742136	0.0008436653614582799	0.002696869589767845	0.7557363988657599
CpG	9303.646	0.004393391	-6.320376087387558e-06	1.0439391189720482e-05	-1.8915415012088488e-06	5.608959327219054e-06	-6.976297754590632e-06	5.484978828462772e-06	0.002284068792763108	0.0002645819516714623	0.002413702075165887	0.0002500712212220479	0.0017282526739857923	0.00015562260253228175	0.5447437363997547	0.13222056469062063	1.2098876298209376	0.0602712507239704	1.1923327663062573	0.03474479042201976	1.2539783981565713	0.050730780270361424	1.0834103120209053	0.09050595207077564	0.3612526284741686	1.9914023952034154e-07	2.447696403851649e-07	0.41982028043974884
